day	mean(S_t)	ciLow(S_t)	ciHigh(S_t)	relerr(S_t)	mean(I_t)	ciLow(I_t)	ciHigh(I_t)	relerr(I_t)	mean(R_t)	ciLow(R_t)	ciHigh(R_t)	relerr(R_t)	mean(RT)	ciLow(RT)	ciHigh(RT)	relerr(RT)
75	9484.625	9149.476396539889	9819.773603460111	0.03533598887252915	249.75	80.8201268781423	418.67987312185767	0.6763958883758066	265.625	97.00027737714888	434.2497226228511	0.6348224851683807	1.5865467298333507	1.3589393259557367	1.8141541337109646	0.1434608887325503
76	9457.125	9105.353168796955	9808.896831203045	0.03719648743175601	261.0	85.36396218319254	436.63603781680746	0.6729350107923657	281.875	103.66749850488483	460.08250149511514	0.6322217347942002	1.6375662000087616	1.4056956229821622	1.869436777035361	0.1415946280677745
77	9428.625	9056.639858781913	9800.610141218087	0.03945274535980455	271.0	88.33482639925876	453.66517360074124	0.6740412309990451	300.375	108.56645953686026	492.1835404631397	0.6385635970474898	1.6731251976255799	1.374228946946512	1.9720214483046477	0.1786454779972516
78	9397.625	9004.926999253052	9790.323000746948	0.04178694092889943	283.125	92.1503827577541	474.0996172422459	0.6745240344096985	319.25	115.28647177201086	523.2135282279892	0.6388834087016104	1.788533961401807	1.443050688679663	2.134017234123951	0.19316562065802928
79	9363.875	8948.944937034941	9778.805062965059	0.044311790040454296	301.25	98.93799564683806	503.5620043531619	0.6715751181847699	334.875	120.37019491170949	549.3798050882905	0.6405518628989638	1.7061510760529952	1.4023030466759885	2.009999105430002	0.17808975631860682
80	9330.125	8894.580809146206	9765.669190853794	0.04668149578422529	314.875	106.03778781003723	523.7122121899628	0.6632384666612553	355.0	126.71532792534796	583.284672074652	0.6430554142947945	1.6926249020172301	1.4045355587095116	1.9807142453249487	0.170202708801212
81	9292.25	8833.083496022911	9751.416503977089	0.04941392063031982	330.75	112.05569731591854	549.4443026840814	0.6612072643509643	377.0	135.12004037568929	618.8799596243107	0.6415914048390204	1.696888200169159	1.4121163484167751	1.9816600519215428	0.16782004360923453
82	9254.25	8771.10745116998	9737.39254883002	0.05220763960666927	346.75	119.24530718448841	574.2546928155116	0.6561058192228164	399.0	142.17648788120414	655.8235121187959	0.6436679501724207	1.6936593523297474	1.3750576676618702	2.0122610369976246	0.18811438334964947
83	9214.75	8705.924729264876	9723.575270735124	0.05521856488077533	366.25	127.33987297061336	605.1601270293867	0.6523143400119772	419.0	147.85437341933851	690.1456265806614	0.647125600431173	1.6757073022396556	1.3886226439643672	1.962791960514944	0.1713214819148829
84	9169.5	8631.353688187135	9707.646311812865	0.05868873022660608	388.875	135.0680657740937	642.6819342259063	0.6526697119277565	441.625	156.5357585642181	726.7142414357819	0.6455459755126678	1.656849430578687	1.320727443587303	1.9929714175700708	0.20286815493788515
85	9124.625	8557.390954648537	9691.859045351463	0.06216518984083858	409.375	142.9310017361313	675.8189982638687	0.6508555682781526	466.0	164.44484151204279	767.5551584879572	0.6471140740084919	1.6880644027935001	1.3184806144749117	2.0576481911120887	0.21893938863172593
86	9080.5	8487.897374767274	9673.102625232726	0.06526101263506703	429.875	154.01399660361	705.7360033963901	0.6417237648069555	489.625	171.72624844897803	807.523751551022	0.6492698525422966	1.6493559336811943	1.30384128808561	1.9948705792767785	0.2094845864012086
87	9029.5	8406.286915804787	9652.713084195213	0.06901966711282044	454.125	164.97830378607347	743.2716962139266	0.6367116899838735	516.375	181.09920907415278	851.6507909258472	0.6492874188832675	1.5974965041558553	1.274012257228641	1.9209807510830696	0.2024944944077665
